Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Haiti,2012,0.759,Coastal,52480409.0,5198418.0,5090792.0,0.631,0.0,42.4437,188.2384,0.0,0.0,107.8625,-134.3137,785.7049,38.8636,1782.6526,20.30702550082988,67.63136607385836,2801.0472,220.21385664818536,363.1460657946652,54.5299,141.3283,904.735,195.7166,0.0,0.0,38.3764
Honduras,2012,0.639,Coastal,179321518.0,3980456.0,4525190.0,39.0324,50.9424,40.5745,7.0552,0.0,176.0,395.8562,0.0,5897.8668,291.469,359.0882,202.6393,0.0286,2028.9707,171.09273611801876,2293.565448051392,820.0248,216.1199,1148.4037,193.9379,0.0,44.7308,191.9898
Hungary,2012,1.727,Landlocked,4633619817.0,2992731.0,6876953.0,0.7185,1.1725,554.8953,23.2064,5605.4464,184.0,891.1629,-4376.8296,44.257,1225.0424,1251.9635,249.3024,247.5499,2920.7193,1581.11,926.787,7748.0992,456.5891,181.391,834.6887,0.0,0.0,991.5473
Iceland,2012,0.667,Coastal,124103124.0,20834.0,304692.0,0.0,0.0,0.1046,246.40727646443952,730.8791,0.0,170.3718,-118.2424,0.0,0.8285,13.4325,0.4365,24.3536,183.6579,76.6821,1467.053995243287,2129.0265,24.0402,65.3648,51.3679,0.0,0.0,595.434
India,2012,0.516,Coastal,35441483368.0,863513505.0,399552347.0,645.913,9862.5098,21171.1463,126367.1427,4958.2084,1771.0,8475.0389,-71115.44,0.0,49416.9604,28118.575,120140.65,7191.3281,148776.0157,13395.7055,23928.7964,178054.0655,13012.9321,55526.4946,36051.7544,0.0,2278.1194,3531.3626
Indonesia,2012,0.459,Coastal,9852436650.0,121265363.0,127617869.0,434.8321,1191.6696,4411.2856,68618.5345,228156.9938,50.0,13668.3328,-34778.9127,391204.1144,31660.748,4396.9382,333.212,3794.2232,74876.6181,2142.1582,8908.1414,41103.1729,3869.8853,9013.0485,7501.8002,217996.9822,1136.1877,9742.5877
Iraq,2012,1.293,Coastal,3110850631.0,10019158.0,22757413.0,10.6562,0.0,323.4837,623.0526,0.0,19.0,3704.7647,6.5043,78.1957,4154.887,256.6647,588.5623,5.6522,10554.6885,0.4506,174.3567,5452.6474,93.8696,2231.6638,242.423,0.0,0.0,
Ireland,2012,0.705,Coastal,1922063625.0,1780388.0,2897729.0,0.0424,0.0,127.6567,636.2191884243219,11010.1623,89.0,993.7916,-3344.1182,0.0,648.5938,1347.9321,260.587,168.3488,826.793,1487.1004,615.1638505031165,4640.1886,1429.9706,1587.8391,2949.4083,0.0,0.0,775.8552
Israel,2012,1.035,Coastal,1893851260.0,619009.0,7080096.0,1.0979,0.0,25.0577,248.06149701135485,0.0,156.0,2010.3383,-45.012,0.0,2367.6175,3866.4626,1477.4978,171.4508,2250.1078,1038.5287,126.626,7474.7981,62.935,426.9718,101.4024,0.0,0.0,1215.1574
Italy,2012,1.543,Coastal,21954819628.0,18706111.0,41027723.0,16.2615,35.2359,1026.3401,3317.0538,705.4891,1093.0,8261.7609,-35461.2808,0.0,12950.1777,13016.0549,2335.2495,3407.3629,9685.8551,43301.1914,1246.1242,42176.6271,2484.9717,1829.1768,6099.3132,0.0,0.0,7657.0531
Jamaica,2012,0.719,Coastal,389196285.0,1303108.0,1537884.0,0.3802,0.0,0.3655,0.1913,260.6259,40.0,209.615,-40.3727,0.0,208.5132,177.5096,19.0211,8.2566,1248.1674,29.0618,2428.224986168172,455.256,38.1718,139.8795,45.8097,0.0,0.0,1587.9764
Japan,2012,0.395,Coastal,56150695737.0,11368012.0,117058372.0,0.2056,5.0635,705.9218,9407.0592,4526.8509,1429.0,23749.1924,-57393.6,3581.6,21649.4105,32193.815,2005.6137,9296.6825,12468.9069,24122.3357,3858.1962,153772.3328,863.6579,1197.724,2164.8885,0.0,0.0,13872.2561
Jordan,2012,1.067,Coastal,499638968.0,944332.0,7048241.0,0.0134,0.0,6.8676,246.40727646443952,0.0,20.0,790.5519,0.0,0.0,921.0779,445.5166,1263.3258,38.5844,1921.3419,2.9437,875.9197,2280.5864,18.0361,341.7178,38.4517,0.0,0.0,341.5365
Kenya,2012,1.026,Coastal,338195324.0,33007200.0,10639429.0,601.5593,8.1459,344.6793,58.0748,158.8767,31.0,554.0419,25.831,8157.6953,55.4581,145.4846,9.7746,68.41215211031376,6321.6441,56.3585,356.4910168671663,2126.993,352.5177,12017.7875,1067.3649,0.0,0.0,63.0429
Kiribati,2012,0.428,Coastal,1597504.0,54285.0,52328.0,0.0,0.0,,921.6641089401876,0.0,11.481084565896976,2.3237,,,0.9317,1.3041,17.00466278502689,67.63136607385836,4.7531,252.2141899664796,1922.0556140048525,1.189,1.8947,0.0738,6.5781,0.0,0.0,6.7344
Kuwait,2012,1.562,Coastal,2151816094.0,0.0,3395556.0,0.0,0.0,1.6523,246.40727646443952,0.0,1.0,1460.8725,-10.2201,0.0,2121.2703,3037.0857,793.2622,30.2619,1635.5614,44.4176,565.5103,7851.5265,31.5052,189.4165,41.3266,0.0,0.0,
Latvia,2012,1.408,Coastal,891766853.0,663369.0,1403005.0,0.2934,0.0,135.9073,523.4111246893264,5321.8767,22.0,248.3099,-5628.8332,570.7384,126.0232,135.1056,13.5865,36.5612,544.782,184.9526,380.435112584512,2746.9499,118.3333,80.5899,294.9489,0.0,0.0,415.3967
Lebanon,2012,1.045,Coastal,527888501.0,607879.0,4308525.0,0.0536,0.0,15.2157,248.06149701135485,0.0,53.0,657.2896,-75.9384,0.0,767.6837,953.5017,320.87,68.41215211031376,1579.0877,329.7575680753182,63.768,2605.835,45.2654,310.3766,49.7548,0.0,0.0,543.8093
Liberia,2012,0.869,Coastal,43467153.0,2150015.0,2031548.0,30.6904,46.597,34.8431,76.0874,127.8344,12.357951031263024,52.6326,-377.4855,13659.7091,,28.9781,514.8869257390298,212.0336516148264,536.8027,294.06702220191835,599.422428878187,97.714,29.1566,90.7787,51.8935,0.0,45.9504,12.5161
Libya,2012,0.77,Coastal,1698327282.0,1331872.0,4866386.0,0.0,0.0,32.1301,248.06149701135485,0.0,29.0,1882.5047,0.0,0.0,1790.4879,1133.1,1008.4538,92.63690410211586,1101.4484,331.11495409481483,617.5468,3763.0602,35.3531,965.6085,87.2503,0.0,0.0,
Liechtenstein,2012,1.611,Landlocked,4861281.0,31295.0,5250.0,0.0,0.0,,9271.867045693209,0.0,11.481084565896976,0.1995,-0.0794,0.0,0.0814,2.7531,17.00466278502689,67.63136607385836,8.4607,451.19629118273247,1697.7020989762102,17.2355,,2294.30791696942,,0.058149492894556,,1.9678
Lithuania,2012,1.37,Coastal,1449724496.0,1006428.0,2030818.0,0.0,0.0,266.5192,839.7153706879534,9835.4848,61.0,419.0596,-12583.6883,1728.815,285.0668,269.5252,49.6679,40.5834,601.3639,543.9397,1876.7262,6804.1027,239.066,154.1591,599.796,0.0,0.0,245.1941
Luxembourg,2012,1.262,Landlocked,678332027.0,57239.0,475148.0,0.0,0.0,7.9971,246.40727646443952,4.7014,4.0,512.5528,-242.6241,0.0,86.3698,140.7753,12.844,131.9157,99.1316,80.0932,1641.6791581344232,703.8364,41.3151,35.0812,96.2388,0.0,0.0,59.8747
Malawi,2012,0.925,Landlocked,40173750.0,13551942.0,2545363.0,341.1958,688.1035,267.2986,117.8587,887.1421,20.0,74.0684,0.0,7068.6,19.1494,125.1069,17.2694,67.63136607385836,653.4989,209.58772835754152,0.9492,217.86,233.7952,975.4059,435.7448,0.0,539.6818,49.2236
Malaysia,2012,0.901,Coastal,4028181570.0,8087429.0,21083027.0,4.6599,33.4848,172.7696,3429.3525,29723.9187,2188.0,4948.0587,-156527.7066,0.0,10993.6715,5865.9904,235.2282,21.2848,6734.3703,3881.0202091236974,1893.6857,23475.2214,473.6148,734.7773,862.7316,5885.1335,32.0624,3576.6758
Maldives,2012,0.573,Coastal,12911936.0,242277.0,143926.0,0.0,0.0,0.0099,558.22502907781,0.0,1.0,58.1684,0.0,0.0,28.3301,12.9991,13.5871,128.20038881234169,62.555,451.19629118273247,1502.4379476823492,2.5207,,2313.955884333105,,0.0,0.0,88.0579
Mali,2012,0.426,Landlocked,36604575.0,9988283.0,6018387.0,3223.6858,1.3886,432.0583,1180.116,0.0,0.0,178.4162,-679.4333,679.4333,59.861,178.2104,24.28511731117528,67.63136607385836,1255.4708,0.2986,356.4910168671663,77.9466,178.0471,6929.5388,671.0978,0.0,1.3886,14.0633
Malta,2012,1.44,Coastal,90190532.0,24360.0,396429.0,0.0,0.0,1.0635,246.40727646443952,0.0,3.0,85.1168,-0.3049,0.0,82.9021,180.7314,9.713,3.7965,153.8135,51.2141,1235.8468685653434,330.0396,8.4211,4.6389,33.2734,0.0,0.0,13.8883
Martinique,2012,0.699,Landlocked,70009276.0,43048.0,348116.0,0.0,0.0,,764.8928096232963,0.0,12.43720074482074,92.6156,-132.0,0.0,,175.74531410955925,492.7371464768823,209.11661913222423,66.91570996841124,468.9198287651613,2005.7921290780253,,1.8883,9.0913,2.5015,0.0,0.0,13.4131
Mauritius,2012,0.665,Coastal,81520336.0,735323.0,518048.0,0.018,0.0,0.28,1.5311,0.0,30.0,106.7533,0.2809,4.847,85.6803,714.9256,20.4325,67.63136607385836,252.2349,209.58772835754152,5239.667691131907,139.6771,7.7302,51.3227,12.9995,0.0,0.0,7.0463
Mayotte,2012,0.614,Landlocked,4140785.0,114701.0,106421.0,0.0,0.0,,1746.1055110615655,0.0,11.481084565896976,10.5682,-2.1395,11.5108,1.0581,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0,7.8979
Mexico,2012,0.948,Coastal,16431337006.0,26092527.0,94735780.0,766.2776,1097.1419,1745.5239,102.2018,0.0,1240.0,17513.2897,-392.3876,14242.426,20342.5427,5590.5674,5436.1417,2641.3392,57739.1484,2543.816,552.9792,122043.8494,2702.5837,17135.0857,3699.6695,0.0,151.4816,10484.8679
Mongolia,2012,0.23,Landlocked,406786825.0,899714.0,1914512.0,1100.1205,7.5648,37.5997,435.0243925484354,22579.0106,7.0,238.9611,0.0,153.9919,456.0707,513.7216,47.9671,332.0050344301202,2550.1146,1233.8125063241032,398.7056220138012,281.2872,579.7881,3627.0729,927.5696,0.0,0.0,9.3277
Montenegro,2012,1.653,Coastal,85651640.0,220462.0,405924.0,14.437,4.6839,0.5114,246.40727646443952,34.8934,2.0,86.9001,0.0,0.0,133.2386,80.8125,5.5809,80.3188,173.3797,79.1216,2310.544616598611,860.6654,28.8366,36.7021,68.6959,0.0,0.0,12.5605
Montserrat,2012,0.696,Landlocked,1319040.0,4574.0,457.0,0.0,0.0,,3295.346286823449,0.0,11.481084565896976,1.5113,-0.3363,0.0,1.7775,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0,1.3164
Morocco,2012,1.299,Coastal,1250132430.0,13619442.0,19714347.0,6.1085,5.4547,441.6795,71.736,0.0,199.0,1676.3134,-2257.9722,817.5027,7845.7526,547.5724,2089.5881,399.9443,5587.4087,1680.6601,2622.1391,6110.4917,197.6363,4185.7038,417.3534,0.0,0.0,2430.7588
Myanmar,2012,0.915,Coastal,405017008.0,36064794.0,14921720.0,986.8995,13479.0085,2062.3599,30625.0085,14148.2131,56.0,319.3643,984.4877,86304.4354,367.3735,426.8583,530.9519803268967,16.2046,7643.5998,353.785,313.6148,973.3992,2112.089,4441.3229,7406.7271,2570.0757,9934.9511,296.5586
Namibia,2012,-0.128,Coastal,45638735.0,1274757.0,989177.0,9939.5169,0.2589,11.9078,248.06149701135485,2.7131,1.0,174.7653,0.0,10557.7061,,89.6551,2438.311748595056,267.07297555428045,174.1863,294.06702220191835,950.5697294322636,421.0052,32.9665,1565.9699,137.425,0.0,0.0,824.9641
Nepal,2012,0.402,Landlocked,76236427.0,22822896.0,4827029.0,25.3863,1122.3928,637.1092,4490.5825,2457.1037,5.0,299.5072,0.0,0.0,243.0078,493.6555,0.2746,124.10557448145366,3069.4425,525.5705714811318,356.4910168671663,1102.2075,557.3807,2431.0652,1369.918,0.0,1087.7655,386.8963
New Caledonia,2012,0.87,Landlocked,109704143.0,82585.0,175690.0,0.0,0.0,0.2066,246.40727646443952,0.0,0.0,66.531,0.0,30.9357,3.7859,22.6289,17.00466278502689,68.1392,14.2786,378.3423211506986,1.3129,,3.6166,49.2868,23.2066,0.0,0.0,15.128
New Zealand,2012,0.125,Coastal,1602742786.0,618306.0,3849437.0,0.0529,1.8211,69.4066,558.22502907781,2453.6414,101.0,1520.5061,-18155.187,302.5991,330.5728,481.6702,393.2434,192.6783,1193.9394,1324.7692,310.9215,4712.5785,407.0754,9686.8991,4118.1808,0.0,0.0,1608.0311
Nicaragua,2012,0.683,Coastal,135679500.0,2508971.0,3368137.0,45.3787,25.4072,76.8784,86.9393,39.2656,135.0,208.2629,-978.4188,11895.4722,201.8357,201.4186,39.2921,67.63136607385836,1882.5904,250.7931945398061,356.4910168671663,274.0171,283.3933,1688.1708,245.3194,0.0,25.2778,36.1175
Niger,2012,0.588,Landlocked,31046010.0,14856997.0,2874637.0,109.5453,0.0,473.6649,46.0937,0.0,1.0,75.8146,-47.7972,1277.5334,79.5397,191.0761,6.8562,67.63136607385836,1997.4294,209.58772835754152,356.4910168671663,68.9517,141.9729,6757.0494,697.0161,0.0,0.0,
Nigeria,2012,0.526,Coastal,2938239864.0,91602273.0,75695011.0,2661.4759,139.3081,1617.7979,8778.8531,0.0,248.7781867586841,3906.9652,0.0,45992.9575,637.8421,1574.7909,511.6629785184629,21.321,30623.9612,2771.587017453999,250.8459,9150.93,959.363,17523.5487,2455.8999,0.0,138.2733,14.0633
Niue,2012,,Landlocked,216176.0,970.0,653.0,0.0,0.0,,2005.40591866612,0.0,11.481084565896976,0.2826,-2.3177,0.0,0.1316,0.1403,17.00466278502689,67.63136607385836,65.0723473790681,209.58772835754152,860.0921649175077,0.0,0.1208,0.0692,0.9983,0.0,0.0,0.048
Norway,2012,1.063,Coastal,2279271609.0,1008706.0,4003301.0,0.0,0.0,68.83,328.7472336846646,5346.6099,14.0,1344.0757,-20367.842,186.494,67.2629,342.8304,22.3037,156.7757,819.0573,671.514,1498.616135319482,11607.1866,283.0625,341.1636,613.824,0.0,0.0,2254.3966
Oman,2012,0.754,Coastal,757547918.0,777340.0,2687304.0,0.0,0.0,2.2191,246.40727646443952,0.0,7.0,1276.0776,0.0,0.0,808.3981,1626.0841,160.3721,127.1906,386.6186,332.6036474920459,1179.4928,8870.2725,7.9221,409.7884,46.8162,0.0,0.0,
Pakistan,2012,0.263,Coastal,3537997277.0,114917348.0,62994185.0,19.0424,7.92,2397.3783,9050.496,0.0,285.0,4044.9025,0.0,5453.1763,3990.9699,1679.1502,3245.0672,369.6058,30986.9178,6370.645236140911,4891.2452,17720.3227,3834.7585,18381.3853,9428.5211,0.0,0.0,119.6024
Panama,2012,0.88,Coastal,221433575.0,1292567.0,2480371.0,19.8578,4.9885,24.9475,33.8414,675.5512,36.0,429.621,-341.8074,3895.6082,431.2735,555.2213,5.659,67.63136607385836,1634.615,209.58772835754152,1.3438,926.011,97.8694,725.4982,115.2211,0.0,4.8592,61.4587
Papua New Guinea,2012,0.295,Coastal,119065400.0,6466137.0,964699.0,89.5803,30.4738,0.7428,2.6771,21438.3208,5.0,135.1708,0.0,10500.4913,88.7864,128.1503,36.9876,67.63136607385836,311.2116,459.1090461303429,2519.142473763588,178.8729,87.7702,53.8004,890.6997,0.0,23.8778,342.5798
Paraguay,2012,0.825,Landlocked,121373199.0,2557635.0,3821584.0,1200.3065,214.107,644.6568,313.6,0.0,408.0,551.1911,-1570.8898,69740.528,142.8232,1.3062,0.0937,0.1742,1669.6822,390.9544805629099,356.4910168671663,496.5471,205.6306,5445.03,543.9224,0.0,167.2118,
Peru,2012,0.808,Coastal,1539512922.0,6995686.0,23163280.0,57.2042,198.5824,328.7801,2574.4362,102.9968,155.0,2116.5627,-9051.0823,97774.5114,1833.7908,964.8548,297.0108,157.9865,9225.8856,2118.324002413932,0.1819,4925.0612,628.6069,4363.4647,938.7143,0.0,159.3869,601.3116
Philippines,2012,0.912,Coastal,2400723081.0,52586504.0,44280138.0,34.2113,11.9684,1510.9414,43935.6472,0.0,218.0,2649.7231,2429.552,0.0,4200.6036,3251.2595,758.8093,395.3767,11006.8853,2973.587,424.2003,13725.6248,919.8105,1950.9952,3715.5828,0.0,8.4739,646.0032
Portugal,2012,0.797,Coastal,2220963735.0,4046172.0,6535649.0,36.3678,15.7346,60.4624,439.9275,262.5261,201.0,1298.8488,-1112.584,0.0,2292.0996,1499.9545,371.6129,486.8922,2903.1148,1394.4732,372.619,21524.0304,493.4699,471.6465,1488.0288,0.0,0.0,1105.6442
Puerto Rico,2012,0.762,Coastal,208848.0,231979.0,3465597.0,0.1439,0.139,0.0074,0.0,58.3168,138.6802763564794,1915.421500121735,-592.5856,0.0,985.2517,1778.0278,19.6565,138.1203231045062,1049.5737,318.04074071492346,10753.102392492678,,44.3012,163.7819,33.9338,0.0,0.139,
Qatar,2012,1.376,Coastal,1314036950.0,27484.0,2082084.0,0.0,0.0,0.0862,246.40727646443952,0.0,2.0,1054.7249,0.0,0.0,649.985,1153.5256,519.3273,196.2054,561.1445,505.7605962130661,2943.8848,15257.085,5.5463,84.0201,15.2239,0.0,0.0,983.1981
Romania,2012,1.828,Coastal,7891302233.0,9283979.0,10887276.0,40.3275,9.7658,782.9236,88.6234,542.9014,199.0,1326.9541,-287048.9424,1343.32,2306.4806,922.4937,402.3735,837.6542,3964.7818,1975.2226,1983.3645,12095.0425,1176.5444,1083.3827,2192.2748,0.0,0.0,1293.0696
Rwanda,2012,,Landlocked,20706825.0,8960938.0,1827915.0,18.4871,0.0,100.6416,28.814,1721.5158,15.0,43.8957,-416.6665,62.3198,14.0726,104.0746,8.5819,67.63136607385836,2887.4361,242.33271466301449,356.4910168671663,160.8658,103.0716,786.1775,201.0148,0.0,0.0,30.3669
Saint Pierre and Miquelon,2012,1.992,Landlocked,3180352.0,634.0,5642.0,0.0,0.0,,2559.407095699635,0.0,12.232870648918505,2.8338,0.0,1.3689,,0.0004,548.4029167056395,1073.2412364429035,65.0723473790681,1727.6031137058649,2005.7921290780253,,,2128.6037254870294,,0.0,0.0,5.8433
Samoa,2012,0.834,Coastal,4946400.0,152067.0,37127.0,0.0,0.0,,921.6641089401876,0.0,4.0,11.9907,3.6095,105.1845,3.3063,6.7795,17.00466278502689,67.63136607385836,8.9028,209.58772835754152,2329.417463430849,2.4402,8.378,27.2105,81.2673,0.0,0.0,3.996
Saudi Arabia,2012,1.241,Coastal,10963180158.0,5084189.0,24002168.0,1.7663,0.0,69.3764,0.0,0.0,138.0,13278.3886,0.0,0.0,11703.2238,6372.6639,3085.4255,236.6743,9891.7058,5.2575,8823.511,75118.9915,124.5554,1826.8039,240.5678,0.0,0.0,
Senegal,2012,0.834,Coastal,163067606.0,7591270.0,6112243.0,2000.6452,133.5848,95.8988,230.7488,0.0,27.0,253.4655,485.0654,3986.4,282.3221,416.6861,52.0288,55.2585,2233.8498,82.786,39.1784,1890.04,104.5575,2593.3624,326.0848,0.0,133.326,299.9612
Seychelles,2012,0.922,Coastal,9302896.0,42340.0,49945.0,0.0,0.0,,921.6641089401876,0.0,0.0,9.0485,0.0,0.0,4.6949,12.2354,17.00466278502689,67.63136607385836,46.8029,12.8923,779.5667924028238,2.7303,0.5604,1.1822,0.9394,0.0,0.0,15.2448
Sierra Leone,2012,0.533,Coastal,28494928.0,4083903.0,2682200.0,678.8914,23.8135,122.1052,1316.9793,0.0,11.606164948241496,45.1288,-114.2992,3459.5,3.153,12.4712,0.7189,67.63136607385836,683.269,209.58772835754152,356.4910168671663,41.5231,21.7376,543.5814,75.6173,0.0,22.9081,63.2053
Singapore,2012,0.826,Coastal,1768770722.0,0.0,5270958.0,0.0,0.0,,757.7566431689069,0.0,106.8822317490864,802.8269,-111.3686,61.3164,1257.076,2057.3862,24.6263,67.7715,323.7599,297.38485035964294,862.5643881219892,10266.4509,5.4582,7.6932,3.9442,0.0,0.0,
Solomon Islands,2012,0.887,Coastal,7976528.0,435874.0,115657.0,0.0,0.0,0.2332,8.4064,0.4596,11.481084565896976,26.4051,-18009.7474,184.5787,1.1826,41.8091,17.00466278502689,67.63136607385836,23.7299,252.2141899664796,5951.651719194883,11.478,2.9839,8.3875,26.6858,0.0,0.0,15.9945
Somalia,2012,0.976,Coastal,27859274.0,7459376.0,5304400.0,39.7809,0.0,32.6431,4.312,0.0,11.606164948241496,14.4404,0.0,17352.1517,3.3792,2.196,6.3386,67.63136607385836,537.6001,431.7032811799027,2601.5100680497644,37.6082,121.6961,5469.3703,833.1933,0.0,0.0,15.5514
South Africa,2012,0.508,Coastal,17456192937.0,19465377.0,33532836.000000004,2862.0868,143.9782,752.2416,8.624,515.2619,976.0,5392.0172,-758.212,6653.3133,9368.8976,7100.0365,5385.2988,2950.7325,8939.5118,874.1295,4247.52023916577,18896.994,348.4283,8525.8354,992.3787,0.0,0.8351,6626.0378
Spain,2012,1.043,Coastal,12808317845.0,9886091.0,36971313.0,98.89,26.7876,1051.4453,1592.1017,424.2555,996.0,6572.9843,-8784.7989,464.5491,3991.4093,7050.758,1245.2485,2239.7952,12896.7314,12840.1324,2612.168,32528.5868,2791.4238,2611.2748,9074.3108,0.0,0.0,7336.5533
Sri Lanka,2012,0.977,Coastal,337093284.0,16708167.000000002,3716388.0,31.7551,2.0255,266.6898,3186.0366,1271.3435,27.0,800.575,-1348.6692,599.8256,580.0112,374.8143,0.0185,0.3396,3222.4832,246.6159085360853,356.4910168671663,850.6297,76.8409,263.4432,203.966,0.0,1.2495,21.2362
Sudan,2012,1.032,Coastal,290074476.0,23988926.0,12001266.0,4228.2434,2.5869,354.21,29.6352,0.0,60.0,837.7397,-74.096,21592.5623,627.1987,668.9901,77.9288,10.1241,3396.14,483.567,356.4910168671663,1490.1068,484.3736,20370.3627,2118.0425,0.0,0.0,781.3235
Suriname,2012,0.986,Coastal,94939012.0,181489.0,355588.0,24.5783,2.7761,13.8635,402.8114,643.6705,8.0,20.7274,0.0,7459.7799,100.3865,74.7301,10.2344,26.8345,84.9395,131.56912352369383,3331.0363506639183,89.1266,12.3165,35.0329,12.9426,0.0,2.7761,458.5252
Sweden,2012,1.313,Coastal,4648288304.0,1371997.0,8168910.0,0.0,0.0,298.775,892.4727314013109,8641.3347,35.0,1577.5624,-54856.0833,28237.8067,74.7647,404.0773,10.9501,438.5745,818.4039,787.5854,1467.555086984638,11219.8602,392.3891,330.4633,946.1709,0.0,0.0,1689.4377
Switzerland,2012,1.512,Landlocked,2718353922.0,2116141.0,5915529.0,0.0,0.0,55.0142,495.6467420267155,818.9716,31.0,2118.1683,-3023.7173,511.6905,456.5768,2545.3535,25.3402,112.6683,1385.4738,2518.606,565.6824100863935,6471.4074,446.4651,340.3417,1121.4645,0.0,0.0,489.47
Thailand,2012,1.023,Coastal,5133403120.0,37012171.0,30831808.0,417.922,2870.8012,2907.6389,53544.9523,980.1536,2628.0,6835.6195,-29753.9147,28718.6827,12118.5993,3883.8097,195.187,1652.5578,18308.4564,11455.3804,586.4306,29849.0947,1045.9957,2014.5608,3484.4873,0.0,2452.7885,13161.8324
Togo,2012,0.571,Coastal,49774989.0,4215435.0,2644047.0,504.5395,2.4989,101.7176,30.178,0.0,6.0,140.6751,-202.1677,1141.9607,27.4069,231.9223,0.1525,20.0685,1041.082,44.87,356.4910168671663,637.02,72.1896,620.6338,149.6853,0.0,2.4989,
Tonga,2012,0.671,Coastal,3323248.0,80356.0,24595.0,0.0,0.0,,921.6641089401876,0.0,0.0,6.8371,0.0,0.0,2.4644,1.5747,0.8833,67.63136607385836,3.9436,209.58772835754152,1186.92864182882,1.1011,3.9887,9.3986,37.3859,0.0,0.0,6.2991
Trinidad and Tobago,2012,0.626,Coastal,1236495391.0,621549.0,720039.0,0.0,0.0,0.4828,8.5378,0.0,18.0,315.4085,28.7095,83.4234,441.0162,628.9952,126.8097694105887,95.6972,802.3989,409.2159585218066,13978.7963,14652.8039,48.2657,70.7498,41.0781,0.0,0.0,90.2979
Tunisia,2012,1.607,Coastal,671742636.0,3568906.0,7317762.0,2.9099,1.2992,166.2432,643.5286339648015,0.0,66.0,646.1781,3860.4028,20.0165,1949.0264,793.8322,423.3596,401.101,2722.0618,488.7254,877.1999,3856.3924,87.0527,1432.2006,159.8055,0.0,0.0,1096.6512
Turkmenistan,2012,0.78,Landlocked,1867628137.0,2677355.0,2590484.0,43.2587,0.0,111.8724,597.4938,0.0,291.0,798.4115,0.0,0.0,531.1527,2130.8017,3061.122,5.6397,459.1727,1612.5614684269044,846.8434075516674,2623.9658,465.1361,1475.7164,812.986,0.0,0.0,
Turks and Caicos Islands,2012,0.777,Landlocked,2227712.0,2890.0,29541.0,0.0,0.0,,2319.753955451785,0.0,11.481084565896976,12.5932,0.0,0.0,5.7767,5.7324,17.00466278502689,67.63136607385836,1.2185,451.19629118273247,1664.2573914805905,0.2011,,2313.955884333105,,0.0,0.0,6.4614
Tuvalu,2012,0.612,Coastal,216176.0,4632.0,6093.0,0.0,0.0,,2005.40591866612,0.0,11.481084565896976,0.3829,-0.1769,0.0,0.2944,0.3071,17.00466278502689,67.63136607385836,0.4017,209.58772835754152,860.0921649175077,0.0701,0.6259,0.0061,6.0173,0.0,0.0,0.3857
Uganda,2012,1.117,Landlocked,66949984.0,28891600.0,7415196.0,1801.8471,98.1321,249.336,180.32,5865.1419,1.0,235.9842,-2016.872,10472.1569,7.3701,2630.5939,0.1489,10.9083,5381.7535,53.1508,387.3282672020373,609.1057,391.115,6929.2054,881.788,0.0,90.6326,233.9864
Ukraine,2012,1.957,Coastal,28654963929.0,14157020.0,31192313.0,101.6376,87.3257,2993.4758,202.272,19650.4442,2913.0,2966.2433,-24900.2233,0.0,12635.8094,2364.0897,1807.0893,1593.9676,9947.341,5337.3585,8815.7113,27086.1749,1912.6988,753.5458,4073.3637,0.0,0.0,5194.9126
United Arab Emirates,2012,1.086,Coastal,3229421126.0,1357387.0,7543066.0,0.0,0.0,0.1893,246.40727646443952,0.0,158.64942235123488,3522.5306,,,2562.7502,2536.6058,1514.9068,3.4297,2173.1784,5.5361,1282.1775,14417.1398,15.2455,450.8158,67.8079,0.0,0.0,
Uruguay,2012,0.836,Coastal,318648738.0,178688.0,3218089.0,15.8392,0.1298,412.9855,1421.9486,188.1747,638.0,382.3669,-7033.18,0.0,307.1937,175.427,92.8022,176.392,1082.4036,329.9526,7.0657,562.8218,226.7653,5175.2108,436.3793,0.0,0.0,564.6546
Vanuatu,2012,0.402,Coastal,3535760.0,186453.0,61032.0,0.0,0.0,0.0606,246.40727646443952,0.0,4.0,8.4631,,,3.1228,19.6279,1.2647,80.60773166615128,11.3448,252.2141899664796,2240.3929649246866,4.4656,8.7717,98.7327,70.7971,0.0,0.0,6.8855
Zambia,2012,0.972,Landlocked,200487570.0,8767868.0,5932069.0,15712.124,22095.9784,170.3172,51.4794,14511.5234,49.0,187.7057,0.0,19043.816,8.847,14.1809,0.6859,17.9331,1921.7069,150.57393342476297,380.6732182745384,1012.9109,172.1634,1909.9523,384.5111,0.0,19864.4074,103.9427
